chrom	start	end	strand	gene_name
chr19	41922621	41922622	-1	Frat2
chr4	82698070	82698071	-1	Frem1
chr4	82667005	82667006	-1	Frem1
chr4	82616723	82616724	-1	Frem1
chr3	53461276	53461277	-1	Frem2
chr3	53326941	53326942	-1	Frem2
chr8	83134937	83134938	1	Frem3
chr8	42502471	42502472	-1	Frg1
chr4	73659506	73659507	1	Frmd3
chr2	4322021	4322022	1	Frmd4a
chr2	4073908	4073909	1	Frmd4a
chr2	4480799	4480800	1	Frmd4a
chr2	4221930	4221931	1	Frmd4a
chr6	97567650	97567651	-1	Frmd4b
chr6	97409251	97409252	-1	Frmd4b
chr6	97437798	97437799	-1	Frmd4b
chr6	97262373	97262374	-1	Frmd4b
chr2	121632792	121632793	-1	Frmd5
chr2	121590843	121590844	-1	Frmd5
chr2	121613079	121613080	-1	Frmd5
chr12	71926500	71926501	1	Frmd6
chr12	71972511	71972512	1	Frmd6
chr12	71926675	71926676	1	Frmd6
chrX	48295886	48295887	-1	Frmd7
chr19	5875207	5875208	-1	Frmd8
chr19	5873418	5873419	-1	Frmd8
chr4	45197777	45197778	1	Frmpd1
chr4	45242693	45242694	1	Frmpd1
chrX	136916509	136916510	1	Frmpd3
chrX	165015164	165015165	-1	Frmpd4
chrX	164293008	164293009	-1	Frmpd4
chr3	116564597	116564598	1	Frrs1
chr3	116562484	116562485	1	Frrs1
chr10	116585529	116585530	-1	Frs2
chr17	47832155	47832156	1	Frs3
chr5	73647856	73647857	-1	Fryl
chr5	73462816	73462817	-1	Fryl
chr5	73559677	73559678	-1	Fryl
chr5	73438239	73438240	-1	Fryl
chr2	80287552	80287553	-1	Frzb
chr4	11506808	11506809	1	Fsbp;Rad54b
chr4	11486118	11486119	1	Fsbp;Rad54b
chr12	65575884	65575885	-1	Fscb
chr5	143722033	143722034	1	Fscn1
chr11	120222847	120222848	1	Fscn2
chr6	28377900	28377901	1	Fscn3
chr17	56125933	56125934	1	Fsd1
chr4	53644342	53644343	1	Fsd1l
chr4	53644587	53644588	1	Fsd1l
chr7	88711866	88711867	-1	Fsd2
chr2	106899807	106899808	-1	Fshb
chr17	89600014	89600015	-1	Fshr
chr2	118082701	118082702	-1	Fsip1
chr13	115248937	115248938	-1	Fst
chr16	37777140	37777141	1	Fstl1
chr10	79240018	79240019	1	Fstl3
chr11	52578207	52578208	1	Fstl4
chr3	75878519	75878520	1	Fstl5
chr10	76038392	76038393	1	Ftcd
chr19	10056857	10056858	1	Fth1
chr7	52715255	52715256	-1	Ftl1
chr18	52491189	52491190	1	Ftmt
chr8	93837423	93837424	1	Fto
chrX	7829531	7829532	-1	Ftsj1
chrX	7827611	7827612	-1	Ftsj1
chr5	140807851	140807852	-1	Ftsj2
chr11	106117115	106117116	-1	Ftsj3
chr2	31428244	31428245	1	Fubp3;Mir6998
chr4	135476640	135476641	1	Fuca1
chr10	13220833	13220834	1	Fuca2
chr8	113426358	113426359	-1	Fuk
chrX	17149422	17149423	-1	Fundc1
chrX	17148766	17148767	-1	Fundc1
chrX	72627737	72627738	1	Fundc2
chr7	87550316	87550317	-1	Furin
chr7	87547647	87547648	-1	Furin
chr7	52872975	52872976	1	Fut1
chr8	32297803	32297804	1	Fut10
chr7	52921677	52921678	-1	Fut2
chr9	14556565	14556566	-1	Fut4
chr17	56873650	56873651	1	Fut4-ps1
chr2	25279213	25279214	1	Fut7
chr2	25278762	25278763	1	Fut7
chr2	25280083	25280084	1	Fut7
chr4	25727149	25727150	-1	Fut9
chr4	147243087	147243088	1	Fv1
chr19	24355075	24355076	-1	Fxn
chr3	33919000	33919001	1	Fxr1
chr11	69446472	69446473	1	Fxr2
chr7	31840674	31840675	-1	Fxyd1
chr7	31839871	31839872	-1	Fxyd1
chr7	31838140	31838141	-1	Fxyd1
chr9	45214159	45214160	1	Fxyd2
chr9	45211220	45211221	1	Fxyd2
chr9	45207791	45207792	1	Fxyd2
chr7	31861715	31861716	-1	Fxyd3
chr6	117887540	117887541	-1	Fxyd4
chr7	31827340	31827341	-1	Fxyd5;Mir7050
chr7	31826836	31826837	-1	Fxyd5;Mir7050
chr9	45178267	45178268	1	Fxyd6
chr7	31836472	31836473	-1	Fxyd7
chr15	6529870	6529871	1	Fyb
chr15	6604510	6604511	1	Fyb
chr9	123760781	123760782	-1	Fyco1
chr9	123761019	123761020	-1	Fyco1
chr9	123700406	123700407	-1	Fyco1
chr10	39089604	39089605	1	Fyn
chr5	4758215	4758216	-1	Fzd1
chr5	129106980	129106981	1	Fzd10
chr11	102465744	102465745	1	Fzd2
chr11	102465846	102465847	1	Fzd2
chr14	65881299	65881300	-1	Fzd3
chr7	96552875	96552876	1	Fzd4
chr1	64784323	64784324	-1	Fzd5
chr15	38837825	38837826	1	Fzd6
chr15	38837878	38837879	1	Fzd6
chr1	59538990	59538991	1	Fzd7
chr18	9212853	9212854	1	Fzd8
chr5	135726916	135726917	-1	Fzd9
chr10	80841114	80841115	-1	Fzr1
chr1	195099381	195099382	-1	G0s2
chr12	52449216	52449217	1	G2e3
chr12	52471661	52471662	1	G2e3
chr11	55283253	55283254	1	G3bp1
chr5	92512582	92512583	-1	G3bp2
chr5	92511942	92511943	-1	G3bp2
chr5	92512760	92512761	-1	G3bp2
chr11	69617170	69617171	1	G630025P09Rik
chr11	101229043	101229044	1	G6pc
chr2	69058054	69058055	1	G6pc2
chr11	102051012	102051013	1	G6pc3
chr5	62200081	62200082	1	G6pd2
chrX	71674499	71674500	-1	G6pdx
chr11	119129321	119129322	1	Gaa
chr11	119129280	119129281	1	Gaa
chr8	83404377	83404378	-1	Gab1
chr7	104230260	104230261	1	Gab2
chrX	72330243	72330244	-1	Gab3;Gm38425
chr11	69804871	69804872	1	Gabarap
chr6	129483209	129483210	1	Gabarapl1
chr6	129483373	129483374	1	Gabarapl1
chr8	114464617	114464618	1	Gabarapl2
chr17	37182910	37182911	1	Gabbr1
chr17	37187749	37187750	1	Gabbr1
chr17	37183522	37183523	1	Gabbr1
chr4	47004585	47004586	-1	Gabbr2
chr16	84835368	84835369	1	Gabpa
chr16	84835169	84835170	1	Gabpa
chr16	84846368	84846369	1	Gabpa
chr3	95021863	95021864	-1	Gabpb2
chr11	41996431	41996432	-1	Gabra1
chr5	71487087	71487088	-1	Gabra2
chr5	71404922	71404923	-1	Gabra2
chrX	69901584	69901585	-1	Gabra3
chr5	72049546	72049547	-1	Gabra4
chr7	64765378	64765379	-1	Gabra5
chr7	64765428	64765429	-1	Gabra5
chr11	42134552	42134553	-1	Gabra6
chr5	72091254	72091255	1	Gabrb1
chr11	42233258	42233259	1	Gabrb2
chr11	42234702	42234703	1	Gabrb2
chr7	64846542	64846543	1	Gabrb3
chr7	64845903	64845904	1	Gabrb3
chr4	154772177	154772178	-1	Gabrd
chrX	69520059	69520060	-1	Gabre
chr5	71233855	71233856	-1	Gabrg1
chr11	41814179	41814180	-1	Gabrg2
chr7	64642240	64642241	-1	Gabrg3
chr11	33478956	33478957	-1	Gabrp
chrX	70070774	70070775	1	Gabrq
chr4	33219530	33219531	1	Gabrr1
chr4	33150086	33150087	1	Gabrr2
chr16	59407207	59407208	1	Gabrr3
chr2	70400220	70400221	1	Gad1
chr2	70401745	70401746	1	Gad1
chr2	70400955	70400956	1	Gad1
chr2	22477846	22477847	1	Gad2
chr6	66987400	66987401	-1	Gadd45a
chr10	80392835	80392836	1	Gadd45b
chr13	51942043	51942044	1	Gadd45g
chr8	87356180	87356181	1	Gadd45gip1
chr9	115818572	115818573	1	Gadl1
chr5	109058757	109058758	-1	Gak
chr5	109054109	109054110	-1	Gak
chr5	109014552	109014553	-1	Gak
chr5	109020785	109020786	-1	Gak
chr19	3414456	3414457	-1	Gal
chr11	3883638	3883639	1	Gal3st1
chr11	3889935	3889936	1	Gal3st1
chr1	95757920	95757921	1	Gal3st2
chr19	5298330	5298331	1	Gal3st3
chr5	138713981	138713982	-1	Gal3st4
chr5	138713994	138713995	-1	Gal3st4
chr4	135521079	135521080	1	Gale
chr4	135519644	135519645	1	Gale
chr11	115874032	115874033	-1	Galk1
chr2	125684953	125684954	1	Galk2
chr2	125691988	125691989	1	Galk2
chr17	80526810	80526811	1	Galm
chr8	125135386	125135387	-1	Galns
chr8	125105067	125105068	-1	Galns
chr18	24364494	24364495	1	Galnt1
chr18	24363844	24363845	1	Galnt1
chr11	57458943	57458944	1	Galnt10
chr4	47104824	47104825	1	Galnt12
chr2	54288797	54288798	1	Galnt13
chr2	54289117	54289118	1	Galnt13
chr17	74059790	74059791	-1	Galnt14
chr8	126755293	126755294	1	Galnt2
chr2	65962849	65962850	-1	Galnt3
chr10	98570768	98570769	1	Galnt4
chr2	57850565	57850566	1	Galnt5
chr15	100559806	100559807	-1	Galnt6
chr15	100550907	100550908	-1	Galnt6
chr8	60131851	60131852	-1	Galnt7
chr5	110973363	110973364	1	Galnt9
chr5	111032523	111032524	1	Galnt9
chr5	24687297	24687298	1	Galntl5
chr8	61390423	61390424	-1	Galntl6
chr8	60275386	60275387	-1	Galntl6
chr7	6148691	6148692	1	Galp
chr7	6154401	6154402	1	Galp
chr18	82576168	82576169	-1	Galr1
chr11	116142252	116142253	1	Galr2
chr15	78872314	78872315	1	Galr3;Gcat
chr15	78861303	78861304	1	Galr3;Gcat
chr4	41702125	41702126	1	Galt
chr4	41703111	41703112	1	Galt
chr10	79723712	79723713	-1	Gamt
chr8	119682034	119682035	1	Gan
chr19	8972600	8972601	1	Ganab
chr19	8982346	8982347	1	Ganab
chr16	42340763	42340764	-1	Gap43
chr6	125115600	125115601	-1	Gapdh
chr7	31524374	31524375	-1	Gapdhs
chr7	31528699	31528700	-1	Gapdhs
chr13	111147379	111147380	-1	Gapt
chr3	129534313	129534314	-1	Gar1
chr2	32942723	32942724	-1	Garnl3
chr2	32986955	32986956	-1	Garnl3
chr2	32941885	32941886	-1	Garnl3
chr2	32960542	32960543	-1	Garnl3
chr6	54987994	54987995	1	Gars
chr16	91647216	91647217	-1	Gart
chr13	60278895	60278896	-1	Gas1
chr7	59134514	59134515	1	Gas2
chr7	59117384	59117385	1	Gas2
chr7	59117796	59117797	1	Gas2
chr7	59134336	59134337	1	Gas2
chr11	4965329	4965330	-1	Gas2l1
chr11	4965096	4965097	-1	Gas2l1
chr11	83242956	83242957	-1	Gas2l2
chr10	88906711	88906712	-1	Gas2l3
chr1	162965296	162965297	1	Gas5
chr1	162965882	162965883	1	Gas5
chr8	13494534	13494535	-1	Gas6
chr11	67400037	67400038	1	Gas7
chr11	67346499	67346500	1	Gas7
chr11	67466078	67466079	1	Gas7
chr8	126042734	126042735	1	Gas8
chr11	100195725	100195726	1	Gast
chrX	7544940	7544941	-1	Gata1
chrX	7553699	7553700	-1	Gata1
chr6	88148657	88148658	1	Gata2
chr6	88143884	88143885	1	Gata2
chr2	9800226	9800227	-1	Gata3
chr14	63864096	63864097	-1	Gata4
chr14	63890528	63890529	-1	Gata4
chr2	180069383	180069384	-1	Gata5
chr18	11052507	11052508	1	Gata6
chr5	3647935	3647936	-1	Gatad1
chr8	72520277	72520278	-1	Gatad2a
chr8	72498281	72498282	-1	Gatad2a
chr5	115791169	115791170	-1	Gatc
chr2	122437012	122437013	-1	Gatm
chr5	134575617	134575618	1	Gatsl2
chr11	4118253	4118254	1	Gatsl3
chr3	89006849	89006850	1	Gba
chr4	43591735	43591736	-1	Gba2
chr5	130230949	130230950	1	Gbas
chr16	70314331	70314332	1	Gbe1
chr19	46227047	46227048	1	Gbf1
chr19	46320578	46320579	1	Gbf1
chr2	28352410	28352411	1	Gbgt1
chr5	105668551	105668552	-1	Gbp10;Gbp6
chr5	105722717	105722718	-1	Gbp10;Gbp6
chr5	105775490	105775491	-1	Gbp11
chr3	142283626	142283627	1	Gbp2
chr3	142159897	142159898	1	Gbp2b;Gbp5
chr3	142223015	142223016	1	Gbp3
chr3	142223571	142223572	1	Gbp3
chr5	105568570	105568571	-1	Gbp4
chr5	105722717	105722718	-1	Gbp4
chr5	105482579	105482580	-1	Gbp8
chr5	105451107	105451108	-1	Gbp8
chr5	105539310	105539311	-1	Gbp9
chr5	24032665	24032666	-1	Gbx1
chr5	89886789	89886790	-1	Gc
chr2	62502383	62502384	1	Gca
chr6	28371723	28371724	-1	Gcc1
chr6	28378389	28378390	-1	Gcc1
chr10	57718273	57718274	1	Gcc2
chr10	57761394	57761395	1	Gcc2
chr8	87417819	87417820	-1	Gcdh
chr2	62321709	62321710	-1	Gcg
chr11	120392040	120392041	1	Gcgr
chr2	118993523	118993524	1	Gchfr
chr11	5849601	5849602	-1	Gck
chr11	5815135	5815136	-1	Gck
chr5	31599953	31599954	1	Gckr
chr9	77602616	77602617	1	Gclc
chr3	121948509	121948510	1	Gclm
chr9	77899764	77899765	1	Gcm1
chr13	41205356	41205357	-1	Gcm2
chr13	41205551	41205552	-1	Gcm2
chr13	41201051	41201052	-1	Gcm2
chr5	116015271	116015272	1	Gcn1l1;Mir7029
chr5	116055704	116055705	1	Gcn1l1;Mir7029
chr19	17414057	17414058	-1	Gcnt1
chr19	17431156	17431157	-1	Gcnt1
chr19	17447333	17447334	-1	Gcnt1
chr13	41013002	41013003	1	Gcnt2
chr13	40955500	40955501	1	Gcnt2
chr13	40982534	40982535	1	Gcnt2
chr9	69885894	69885895	-1	Gcnt3
chr13	97694643	97694644	1	Gcnt4
chr2	172284095	172284096	-1	Gcnt7
chr2	172280461	172280462	-1	Gcnt7
chr8	119517348	119517349	-1	Gcsh
chr1	17135453	17135454	1	Gdap1
chr2	163264202	163264203	1	Gdap1l1
chr3	99966440	99966441	1	Gdap2
chr3	99998412	99998413	1	Gdap2
chr8	72839673	72839674	1	Gdf1
chr14	34736772	34736773	1	Gdf10
chr10	128328773	128328774	-1	Gdf11
chr8	73155533	73155534	-1	Gdf15
chr8	73156354	73156355	-1	Gdf15
chr14	34754224	34754225	1	Gdf2
chr6	122560088	122560089	-1	Gdf3
chr2	155771099	155771100	-1	Gdf5
chr4	9771518	9771519	1	Gdf6
chr12	8308759	8308760	-1	Gdf7
chr11	53246787	53246788	1	Gdf9
chrX	71550350	71550351	1	Gdi1
chr13	3537320	3537321	1	Gdi2
chr15	7761010	7761011	1	Gdnf
chr11	86887638	86887639	-1	Gdpd1
chrX	97925185	97925186	1	Gdpd2
chrX	97925524	97925525	1	Gdpd2
chrX	97931678	97931679	1	Gdpd2
chr7	133909927	133909928	1	Gdpd3
chr7	105068467	105068468	1	Gdpd4
chr7	106530058	106530059	1	Gdpd5
chr7	106597348	106597349	1	Gdpd5
chr4	11631593	11631594	1	Gem
chr4	11632953	11632954	1	Gem
chr11	76031073	76031074	-1	Gemin4;Glod4;Vps53
chr11	76057200	76057201	-1	Gemin4;Glod4;Vps53
chr11	75993131	75993132	-1	Gemin4;Glod4;Vps53
chr11	75906180	75906181	-1	Gemin4;Glod4;Vps53
chr11	57982040	57982041	-1	Gemin5
chr11	57961509	57961510	-1	Gemin5
chr17	80623828	80623829	1	Gemin6
chr17	80623840	80623841	1	Gemin6
chr7	20158691	20158692	-1	Gemin7
chrX	162608411	162608412	1	Gemin8
chrX	162614904	162614905	1	Gemin8
chr12	11272592	11272593	-1	Gen1
chr5	139728277	139728278	1	Get4
chr5	139729450	139729451	1	Get4
chr11	102758513	102758514	-1	Gfap
chr17	24833100	24833101	-1	Gfer
chr5	108153362	108153363	-1	Gfi1
chr5	108154824	108154825	-1	Gfi1
chr5	108150351	108150352	-1	Gfi1
chr5	108155041	108155042	-1	Gfi1
chr2	28477501	28477502	-1	Gfi1b
chr3	67234036	67234037	1	Gfm1
chr13	43399540	43399541	-1	Gfod1
chr8	108282506	108282507	-1	Gfod2
chr6	86992839	86992840	1	Gfpt1
chr11	49607656	49607657	1	Gfpt2
chr19	58529083	58529084	-1	Gfra1
chr19	58529848	58529849	-1	Gfra1
chr14	71289936	71289937	1	Gfra2
chr14	71341692	71341693	1	Gfra2
chr18	34880040	34880041	-1	Gfra3
chr2	130868823	130868824	-1	Gfra4;Mir6973b
chr2	130868417	130868418	-1	Gfra4;Mir6973b
chr2	130867493	130867494	-1	Gfra4;Mir6973b
chr9	76061463	76061464	-1	Gfral
chr15	78707619	78707620	1	Gga1;Mir6955
chr11	115465219	115465220	-1	Gga3
chr6	54942860	54942861	-1	Ggct
chr6	72364326	72364327	1	Ggcx
chr4	19969198	19969199	1	Ggh
chr7	29955228	29955229	1	Ggn
chr17	27165777	27165778	1	Ggnbp1;Zbtb9
chr17	27110123	27110124	1	Ggnbp1;Zbtb9
chr10	75036337	75036338	1	Ggt1
chr10	75031408	75031409	1	Ggt1
chr10	75052125	75052126	1	Ggt5
chr11	72249027	72249028	1	Ggt6
chr2	155340581	155340582	-1	Ggt7
chr2	35316944	35316945	-1	Ggta1
chr11	106163123	106163124	-1	Gh
chr11	100632270	100632271	-1	Ghdc
chr14	37948324	37948325	-1	Ghitm
chr14	37948507	37948508	-1	Ghitm
chr15	3533229	3533230	-1	Ghr
chr15	3421486	3421487	-1	Ghr
chr15	3531841	3531842	-1	Ghr
chr2	157172390	157172391	-1	Ghrh
chr2	157163161	157163162	-1	Ghrh
chr6	55326288	55326289	1	Ghrhr
chr6	113669873	113669874	-1	Ghrl
chr6	113669501	113669502	-1	Ghrl
chr6	113669447	113669448	-1	Ghrl
chr3	27270272	27270273	1	Ghsr
chr19	11822048	11822049	1	Gif
chr5	137960107	137960108	1	Gigyf1
chr5	137965189	137965190	1	Gigyf1
chr1	89223572	89223573	1	Gigyf2
chr1	89301568	89301569	1	Gigyf2
chr6	48689045	48689046	1	Gimap1
chr6	48720849	48720850	-1	Gimap3
chr6	48634576	48634577	1	Gimap4
chr6	48636836	48636837	1	Gimap4
chr6	48696195	48696196	1	Gimap5
chr6	48658242	48658243	-1	Gimap6
chr6	48668619	48668620	1	Gimap7
chr6	48597232	48597233	1	Gimap8
chr6	48597359	48597360	1	Gimap8
chr6	48626133	48626134	1	Gimap9
chr1	99666755	99666756	1	Gin1
chr2	150735329	150735330	1	Gins1
chr8	123112974	123112975	-1	Gins2
chr8	98157458	98157459	1	Gins3
chr8	24348139	24348140	-1	Gins4
chr11	95885858	95885859	1	Gip
chr8	86176576	86176577	1	Gipc1
chr3	151828863	151828864	-1	Gipc2
chr10	80806010	80806011	-1	Gipc3
chr7	19751475	19751476	-1	Gipr
chr7	19750472	19750473	-1	Gipr
chr11	77306913	77306914	1	Git1
chr5	115223500	115223501	-1	Git2
chr10	56097105	56097106	1	Gja1
chr10	56098893	56098894	1	Gja1
chr10	56097350	56097351	1	Gja1
chr10	56097078	56097079	1	Gja1
chr4	32689356	32689357	-1	Gja10
chr14	57676781	57676782	-1	Gja3
chr14	57676559	57676560	-1	Gja3
chr4	126991221	126991222	-1	Gja4
chr3	96836338	96836339	1	Gja5
chrX	157344983	157344984	-1	Gja6
chr3	96729852	96729853	-1	Gja8
chrX	98572675	98572676	1	Gjb1
chr14	57723538	57723539	-1	Gjb2
chr4	127006368	127006369	-1	Gjb3
chr4	127008079	127008080	-1	Gjb3
chr4	127031324	127031325	-1	Gjb4
chr4	127035407	127035408	-1	Gjb5
chr14	57752413	57752414	-1	Gjb6
chr14	57744057	57744058	-1	Gjb6
chr11	102680999	102681000	-1	Gjc1
chr11	102680472	102680473	-1	Gjc1
chr11	102666332	102666333	-1	Gjc1
chr11	58996714	58996715	-1	Gjc2
chr11	58996327	58996328	-1	Gjc2
chr5	138404186	138404187	-1	Gjc3
chr2	113839354	113839355	-1	Gjd2
chr11	98844329	98844330	-1	Gjd3
chr18	9282806	9282807	-1	Gjd4
chr10	14438019	14438020	-1	Gje1
chr5	97886026	97886027	-1	Gk2
chr13	58375548	58375549	-1	Gkap1
chr13	58366094	58366095	-1	Gkap1
chr6	87300908	87300909	-1	Gkn1
chr6	87323358	87323359	1	Gkn2
chr6	87338928	87338929	-1	Gkn3
chrX	131135543	131135544	-1	Gla
chr1	75207352	75207353	-1	Glb1l
chr1	75206077	75206078	-1	Glb1l
chr1	75197035	75197036	-1	Glb1l
chr9	26614001	26614002	-1	Glb1l2
chr9	26610169	26610170	-1	Glb1l2
chr9	26668407	26668408	-1	Glb1l3
chr9	114310212	114310213	1	Glb1;Tmppe
chr19	30249907	30249908	-1	Gldc
chr9	54134292	54134293	1	Gldn
chr2	29790928	29790929	1	Gle1
chr8	113783101	113783102	-1	Glg1
chr8	113701681	113701682	-1	Glg1
chr10	126778634	126778635	-1	Gli1
chr10	126778941	126778942	-1	Gli1
chr10	126778373	126778374	-1	Gli1
chr1	120950195	120950196	-1	Gli2
chr13	15555555	15555556	1	Gli3
chr13	15555067	15555068	1	Gli3
chr10	111497244	111497245	1	Glipr1l1
chr10	111520409	111520410	1	Glipr1l2
chr4	43970573	43970574	1	Glipr2
chr4	107107323	107107324	1	Glis1
chr4	107253807	107253808	1	Glis1
chr4	107107195	107107196	1	Glis1
chr16	4594712	4594713	1	Glis2
chr16	4608597	4608598	1	Glis2
chr19	28754566	28754567	-1	Glis3
chr19	28614909	28614910	-1	Glis3
chr19	28400495	28400496	-1	Glis3
chr19	28374865	28374866	-1	Glis3
chr5	108026906	108026907	-1	Glmn
chr5	108026657	108026658	-1	Glmn
chrX	7595617	7595618	-1	Glod5
chr17	31038811	31038812	1	Glp1r
chr11	67584654	67584655	-1	Glp2r
chr11	67571204	67571205	-1	Glp2r
chr11	55421291	55421292	-1	Glra1
chrX	161764912	161764913	-1	Glra2
chr8	58419621	58419622	1	Glra3
chrX	133314259	133314260	-1	Glra4
chr3	80717545	80717546	-1	Glrb
chr3	80716039	80716040	-1	Glrb
chr3	80681997	80681998	-1	Glrb
chr1	90406640	90406641	-1	Glrp1
chr7	144629330	144629331	1	Glrx3
chr12	106270898	106270899	1	Glrx5
chr1	52290075	52290076	-1	Gls
chr1	52264202	52264203	-1	Gls
chr10	127631690	127631691	1	Gls2
chr10	127640821	127640822	1	Gls2
chr5	128112631	128112632	1	Glt1d1
chr2	25671355	25671356	-1	Glt6d1
chr14	31814578	31814579	1	Glt8d1
chr14	31814618	31814619	1	Glt8d1
chr10	82153394	82153395	-1	Glt8d2
chr5	115140943	115140944	-1	Gltp
chr11	70332710	70332711	1	Gltpd2
chr7	16584843	16584844	-1	Gltscr1
chr7	16531456	16531457	-1	Gltscr2
chr7	16531146	16531147	-1	Gltscr2
chr7	16531098	16531099	-1	Gltscr2
chr14	35123912	35123913	1	Glud1
chr1	155747074	155747075	1	Glul;Mir8114
chr19	12707797	12707798	1	Glyat
chr17	41051298	41051299	-1	Glyatl3
chr15	103395508	103395509	-1	Glycam1
chr9	106060468	106060469	-1	Glyctk
chr16	5050002	5050003	-1	Glyr1
chr17	26039171	26039172	-1	Gm10012
chr7	28550691	28550692	1	Gm10046
chr7	28554258	28554259	1	Gm10046
chr7	28554249	28554250	1	Gm10046
chr6	128388774	128388775	1	Gm10069
chr7	114250372	114250373	-1	Gm10081
chr10	77169331	77169332	1	Gm10100
chr18	5592434	5592435	-1	Gm10125
chr18	5583144	5583145	-1	Gm10125
chr17	80772881	80772882	-1	Gm10190
chr5	26447964	26447965	-1	Gm10220
chr16	89015521	89015522	1	Gm10229
chr14	23913792	23913793	-1	Gm10248
chr18	44318956	44318957	-1	Gm10267
chr8	115591161	115591162	1	Gm10280
chr10	77315603	77315604	1	Gm10318
chr6	122086645	122086646	1	Gm10319
chr13	66214388	66214389	1	Gm10324
chr6	41396095	41396096	-1	Gm10334
chr14	43376741	43376742	-1	Gm10375
chr14	44185677	44185678	-1	Gm10375
chr15	10530047	10530048	1	Gm10389
chr6	141289073	141289074	1	Gm10400
chr5	110263160	110263161	-1	Gm10416
chr12	118389741	118389742	-1	Gm10421
chr12	89420337	89420338	-1	Gm10436
chrX	146029143	146029144	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	146376197	146376198	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	144435111	144435112	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	144756676	144756677	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	144246642	144246643	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	145540098	145540099	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	145889719	145889720	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	146219046	146219047	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	144615266	144615267	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	144923491	144923492	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	145098146	145098147	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	144739462	144739463	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chrX	145317118	145317119	1	Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4
chr5	92416498	92416499	1	Gm1045
chr12	77545483	77545484	1	Gm10451
chr11	24630721	24630722	-1	Gm10466
chr5	26415803	26415804	-1	Gm10471
chr17	90854060	90854061	1	Gm10493
chr17	79909825	79909826	-1	Gm10494
chr17	15491424	15491425	-1	Gm10510
chr17	13397907	13397908	1	Gm10512
chr1	193960779	193960780	1	Gm10516
chr18	57095913	57095914	1	Gm10536
chr7	139507346	139507347	1	Gm10584
chr3	146041907	146041908	-1	Gm10636
chr8	89269597	89269598	1	Gm10638
chr9	78137734	78137735	1	Gm10639
chr9	78141847	78141848	1	Gm10639
chr8	79424071	79424072	-1	Gm10649
chr9	62709830	62709831	-1	Gm10653
chr7	22706309	22706310	-1	Gm10662;Gm5891
chr7	23929498	23929499	-1	Gm10662;Gm5891
chr9	46051611	46051612	-1	Gm10680
chr3	98314394	98314395	-1	Gm10681;Hsd3b4
chr3	98314489	98314490	-1	Gm10681;Hsd3b4
chr3	98313956	98313957	-1	Gm10681;Hsd3b4
chr3	98367865	98367866	-1	Gm10681;Hsd3b4
chr3	98367960	98367961	-1	Gm10681;Hsd3b4
chr3	98367427	98367428	-1	Gm10681;Hsd3b4
chr9	44943688	44943689	-1	Gm10684
chr3	93982114	93982115	-1	Gm10696
chr6	71243758	71243759	1	Gm1070
chr3	40659202	40659203	-1	Gm10731
chr10	97429723	97429724	-1	Gm10754
chr13	67006350	67006351	1	Gm10767
chr13	67005849	67005850	1	Gm10767
chr19	43913292	43913293	1	Gm10768
chr10	81111813	81111814	1	Gm10778
chr10	81274930	81274931	1	Gm10778
chr16	90142481	90142482	1	Gm10789
chr13	41961283	41961284	1	Gm10790
chr16	27850015	27850016	1	Gm10823
chr10	22122618	22122619	1	Gm10825
chr14	80268982	80268983	-1	Gm10845
chr2	6053914	6053915	1	Gm10857
chr15	78996495	78996496	1	Gm10863
chr15	79039740	79039741	1	Gm10863
chr10	76721967	76721968	-1	Gm10941
chr9	26730665	26730666	-1	Gm1110
chr9	26705926	26705927	-1	Gm1110
chr17	57245364	57245365	-1	Gm11110
chr17	36195315	36195316	-1	Gm11127
chr9	49326392	49326393	1	Gm11149
chr11	77742789	77742790	-1	Gm11190
chr4	63266294	63266295	-1	Gm11213
chr4	63261797	63261798	-1	Gm11213
chr9	98936108	98936109	-1	Gm1123
