gene_name	geneSymbol	chrom
G5pr;Ppp2r3c	G5pr	chr12
G5pr;Ppp2r3c	Ppp2r3c	chr12
G630016D24Rik	G630016D24Rik	chr14
G630025P09Rik	G630025P09Rik	chr11
G6b	G6b	chr17
G6pc	G6pc	chr11
G6pc2	G6pc2	chr2
G6pc3	G6pc3	chr11
G6pd2	G6pd2	chr5
G6pdx	G6pdx	chrX
Gaa	Gaa	chr11
Gab1	Gab1	chr8
Gab2	Gab2	chr7
Gab3	Gab3	chrX
GABA-B-R;Gabbr1	GABA-B-R	chr17
GABA-B-R;Gabbr1	Gabbr1	chr17
Gabarap	Gabarap	chr11
Gabarapl1	Gabarapl1	chr6
Gabarapl2	Gabarapl2	chr8
Gabbr2	Gabbr2	chr4
Gabpa	Gabpa	chr16
Gabpb1	Gabpb1	chr2
Gabpb2	Gabpb2	chr3
Gabra1	Gabra1	chr11
Gabra2	Gabra2	chr5
Gabra3	Gabra3	chrX
Gabra4	Gabra4	chr5
Gabra5	Gabra5	chr7
Gabra6	Gabra6	chr11
Gabrb1	Gabrb1	chr5
Gabrb2	Gabrb2	chr11
Gabrb3	Gabrb3	chr7
Gabrd	Gabrd	chr4
Gabre	Gabre	chrX
Gabrg1	Gabrg1	chr5
Gabrg2	Gabrg2	chr11
Gabrg3	Gabrg3	chr7
Gabrp	Gabrp	chr11
Gabrq	Gabrq	chrX
Gabrr1	Gabrr1	chr4
Gabrr2	Gabrr2	chr4
Gabrr3	Gabrr3	chr16
Gad1	Gad1	chr2
Gad2	Gad2	chr2
Gadd45a	Gadd45a	chr6
Gadd45b	Gadd45b	chr10
Gadd45g	Gadd45g	chr13
Gadd45gip1	Gadd45gip1	chr8
Gadl1	Gadl1	chr9
Gak	Gak	chr5
Gal	Gal	chr19
Gal3st1	Gal3st1	chr11
Gal3st2	Gal3st2	chr1
Gal3st3	Gal3st3	chr19
Gal3st4	Gal3st4	chr5
Galc	Galc	chr12
Gale	Gale	chr4
Galk1	Galk1	chr11
Galk2	Galk2	chr2
Galm	Galm	chr17
Galns	Galns	chr8
Galnt1	Galnt1	chr18
Galnt10	Galnt10	chr11
Galnt11	Galnt11	chr5
Galnt12	Galnt12	chr4
Galnt13	Galnt13	chr2
Galnt14;mpp-GalNAc-T14	Galnt14	chr17
Galnt14;mpp-GalNAc-T14	mpp-GalNAc-T14	chr17
Galnt2	Galnt2	chr8
Galnt3	Galnt3	chr2
Galnt4	Galnt4	chr10
Galnt5	Galnt5	chr2
Galnt6	Galnt6	chr15
Galnt7	Galnt7	chr8
Galnt9	Galnt9	chr5
Galntl1	Galntl1	chr12
Galntl2	Galntl2	chr14
Galntl4	Galntl4	chr7
Galntl5	Galntl5	chr5
Galntl6	Galntl6	chr8
Galp	Galp	chr7
Galr1	Galr1	chr18
Galr2	Galr2	chr11
Galr3;Gcat	Galr3	chr15
Galr3;Gcat	Gcat	chr15
Galt	Galt	chr4
Gamt	Gamt	chr10
Gan	Gan	chr8
Ganab;mKIAA0088	Ganab	chr19
Ganab;mKIAA0088	mKIAA0088	chr19
Gap43	Gap43	chr16
Gapdh	Gapdh	chr1
Gapdh	Gapdh	chr11
Gapdh	Gapdh	chr6
Gapdh	Gapdh	chr9
Gapdhs	Gapdhs	chr7
Gapt	Gapt	chr13
Gapvd1	Gapvd1	chr2
Gar1	Gar1	chr3
Garnl3	Garnl3	chr2
Gars	Gars	chr6
Gart	Gart	chr16
Gas1	Gas1	chr13
Gas2	Gas2	chr7
Gas2l1	Gas2l1	chr11
Gas2l2	Gas2l2	chr11
Gas2l3	Gas2l3	chr10
Gas5	Gas5	chr1
Gas6	Gas6	chr8
Gas7	Gas7	chr11
Gas8	Gas8	chr8
Gast	Gast	chr11
Gata1	Gata1	chrX
Gata2	Gata2	chr6
Gata3	Gata3	chr2
Gata4	Gata4	chr14
Gata5	Gata5	chr2
Gata6	Gata6	chr18
Gatad2a	Gatad2a	chr8
Gatad2b	Gatad2b	chr3
Gatc	Gatc	chr5
Gatm	Gatm	chr2
Gatsl2	Gatsl2	chr5
Gatsl3	Gatsl3	chr11
Gba	Gba	chr3
Gba2;mKIAA1605	Gba2	chr4
Gba2;mKIAA1605	mKIAA1605	chr4
Gbas	Gbas	chr5
Gbe1	Gbe1	chr16
Gbf1;mKIAA0248	Gbf1	chr19
Gbf1;mKIAA0248	mKIAA0248	chr19
Gbgt1	Gbgt1	chr2
Gbp10;Gbp4;Gbp6;Mpa2l	Gbp10	chr5
Gbp10;Gbp4;Gbp6;Mpa2l	Gbp4	chr5
Gbp10;Gbp4;Gbp6;Mpa2l	Gbp6	chr5
Gbp10;Gbp4;Gbp6;Mpa2l	Mpa2l	chr5
Gbp11	Gbp11	chr5
Gbp1;Gbp5	Gbp1	chr3
Gbp1;Gbp5	Gbp5	chr3
Gbp2	Gbp2	chr3
Gbp3	Gbp3	chr3
Gbp6	Gbp6	chr3
Gbp8	Gbp8	chr5
Gbp9	Gbp9	chr5
Gbx1	Gbx1	chr5
Gbx2	Gbx2	chr1
Gc	Gc	chr5
Gca	Gca	chr2
Gcc1	Gcc1	chr6
Gcc2	Gcc2	chr10
Gcdh	Gcdh	chr8
Gcet2	Gcet2	chr16
Gcg	Gcg	chr2
Gcgr	Gcgr	chr11
Gch1	Gch1	chr14
Gchfr	Gchfr	chr2
Gck	Gck	chr11
Gckr	Gckr	chr5
Gclc	Gclc	chr9
Gclm	Gclm	chr3
Gcm1	Gcm1	chr9
Gcm2	Gcm2	chr13
Gcn1l1	Gcn1l1	chr5
Gcnt1	Gcnt1	chr19
Gcnt2	Gcnt2	chr13
Gcnt3	Gcnt3	chr9
Gcnt4	Gcnt4	chr13
Gcnt7	Gcnt7	chr2
Gcom1	Gcom1	chr9
Gcsh	Gcsh	chr8
Gda	Gda	chr19
Gdap1	Gdap1	chr1
Gdap1l1	Gdap1l1	chr2
Gdap2	Gdap2	chr3
Gde1	Gde1	chr7
Gdf10	Gdf10	chr14
Gdf11	Gdf11	chr10
Gdf15	Gdf15	chr8
Gdf1;Lass1	Gdf1	chr8
Gdf1;Lass1	Lass1	chr8
Gdf2	Gdf2	chr14
Gdf3	Gdf3	chr6
Gdf5	Gdf5	chr2
Gdf6	Gdf6	chr4
Gdf7	Gdf7	chr12
Gdf9	Gdf9	chr11
Gdi1	Gdi1	chrX
Gdi2	Gdi2	chr13
Gdnf	Gdnf	chr15
GDNFR-alpha;Gfra1	GDNFR-alpha	chr19
GDNFR-alpha;Gfra1	Gfra1	chr19
Gdpd1	Gdpd1	chr11
Gdpd2	Gdpd2	chrX
Gdpd3	Gdpd3	chr7
Gdpd4	Gdpd4	chr7
Gdpd5	Gdpd5	chr7
Gem	Gem	chr4
Gemin4;Glod4;Vps53	Gemin4	chr11
Gemin4;Glod4;Vps53	Glod4	chr11
Gemin4;Glod4;Vps53	Vps53	chr11
Gemin5	Gemin5	chr11
Gemin6	Gemin6	chr17
Gemin7	Gemin7	chr7
Gemin8	Gemin8	chrX
Gen1	Gen1	chr12
Get4	Get4	chr5
Gfap	Gfap	chr11
Gfer	Gfer	chr17
Gfi1	Gfi1	chr5
Gfi1b	Gfi1b	chr2
Gfm1	Gfm1	chr3
Gfod1	Gfod1	chr13
Gfod2	Gfod2	chr8
Gfpt1	Gfpt1	chr6
Gfpt2	Gfpt2	chr11
Gfra2	Gfra2	chr14
Gfra3	Gfra3	chr18
Gfra4	Gfra4	chr2
Gfral;Gral	Gfral	chr9
Gfral;Gral	Gral	chr9
Gga1	Gga1	chr15
Gga2;mKIAA1080	Gga2	chr7
Gga2;mKIAA1080	mKIAA1080	chr7
Gga3;mKIAA0154	Gga3	chr11
Gga3;mKIAA0154	mKIAA0154	chr11
Ggct	Ggct	chr6
Ggcx	Ggcx	chr6
Ggh	Ggh	chr4
Ggn	Ggn	chr7
Ggnbp1;Zbtb9	Ggnbp1	chr17
Ggnbp1;Zbtb9	Zbtb9	chr17
Ggt1	Ggt1	chr10
Ggt5	Ggt5	chr10
Ggt6	Ggt6	chr11
Ggt7	Ggt7	chr2
Ggta1	Ggta1	chr2
Gh	Gh	chr11
Ghdc	Ghdc	chr11
Ghitm	Ghitm	chr14
Ghr	Ghr	chr15
Ghrh	Ghrh	chr2
Ghrhr	Ghrhr	chr6
Ghrl	Ghrl	chr6
Ghsr	Ghsr	chr3
Gif	Gif	chr19
Gig18;Glcci1;mCG_2776	Gig18	chr6
Gig18;Glcci1;mCG_2776	Glcci1	chr6
Gig18;Glcci1;mCG_2776	mCG_2776	chr6
Gigyf1	Gigyf1	chr5
Gigyf2	Gigyf2	chr1
Gimap1	Gimap1	chr6
Gimap3	Gimap3	chr6
Gimap4	Gimap4	chr6
Gimap5;IAN5	Gimap5	chr6
Gimap5;IAN5	IAN5	chr6
Gimap6	Gimap6	chr6
Gimap7	Gimap7	chr6
Gimap8;IAN9	Gimap8	chr6
Gimap8;IAN9	IAN9	chr6
Gimap9	Gimap9	chr6
Gin1	Gin1	chr1
Gins1	Gins1	chr2
Gins2	Gins2	chr8
Gins3	Gins3	chr8
Gins4	Gins4	chr8
Gip	Gip	chr11
Gipc1	Gipc1	chr8
Gipc2;Semcap2	Gipc2	chr3
Gipc2;Semcap2	Semcap2	chr3
Gipc3	Gipc3	chr10
Gipr	Gipr	chr7
Git1	Git1	chr11
Git2	Git2	chr5
Giyd1;Slx1b	Giyd1	chr7
Giyd1;Slx1b	Slx1b	chr7
Gja1	Gja1	chr10
Gja10	Gja10	chr4
Gja3	Gja3	chr14
Gja4	Gja4	chr4
Gja5	Gja5	chr3
Gja6	Gja6	chrX
Gja8	Gja8	chr3
Gjb1	Gjb1	chrX
Gjb2	Gjb2	chr14
Gjb3	Gjb3	chr4
Gjb4	Gjb4	chr4
Gjb5	Gjb5	chr4
Gjb6	Gjb6	chr14
Gjc1	Gjc1	chr11
Gjc2	Gjc2	chr11
Gjc3	Gjc3	chr5
Gjd2	Gjd2	chr2
Gjd3	Gjd3	chr11
Gjd4	Gjd4	chr18
Gje1	Gje1	chr10
Gk2	Gk2	chr5
Gkap1	Gkap1	chr13
Gkn1	Gkn1	chr6
Gkn2	Gkn2	chr6
Gkn3	Gkn3	chr6
Gla	Gla	chrX
Glb1l	Glb1l	chr1
Glb1l2	Glb1l2	chr9
Glb1l3	Glb1l3	chr9
Glb1;Tmppe	Glb1	chr9
Glb1;Tmppe	Tmppe	chr9
Gldc	Gldc	chr19
Gldn	Gldn	chr9
Gle1	Gle1	chr2
Glepp1;Ptpro	Glepp1	chr6
Glepp1;Ptpro	Ptpro	chr6
Glg1	Glg1	chr8
Gli1	Gli1	chr10
Gli2	Gli2	chr1
Gli3	Gli3	chr13
Glipr1	Glipr1	chr10
Glipr1l1	Glipr1l1	chr10
Glipr1l2	Glipr1l2	chr10
Glipr2	Glipr2	chr4
Glis1	Glis1	chr4
Glis2	Glis2	chr16
Glis3	Glis3	chr19
Glmn	Glmn	chr5
Glo1	Glo1	chr17
Glod5	Glod5	chrX
Glp1r	Glp1r	chr17
Glp2r	Glp2r	chr11
Glra1	Glra1	chr11
Glra2	Glra2	chrX
Glra3	Glra3	chr8
Glra4	Glra4	chrX
Glrb	Glrb	chr3
Glrp1	Glrp1	chr1
Glrx	Glrx	chr13
Glrx2	Glrx2	chr1
Glrx3	Glrx3	chr7
Glrx5	Glrx5	chr12
Gls	Gls	chr1
Gls2	Gls2	chr10
Glt1d1	Glt1d1	chr5
Glt25d2	Glt25d2	chr1
Glt6d1	Glt6d1	chr2
Glt8d1	Glt8d1	chr14
Glt8d2	Glt8d2	chr10
Gltp	Gltp	chr5
Gltpd1	Gltpd1	chr4
Gltpd2	Gltpd2	chr11
Gltscr1	Gltscr1	chr7
Gltscr2	Gltscr2	chr7
Glud1	Glud1	chr14
Glul	Glul	chr1
glur-1;Gria1	glur-1	chr11
glur-1;Gria1	Gria1	chr11
glur-4;Gria4	glur-4	chr9
glur-4;Gria4	Gria4	chr9
GluR alpha3;Gria3	GluR alpha3	chrX
GluR alpha3;Gria3	Gria3	chrX
GLUTX1;Slc2a8	GLUTX1	chr2
GLUTX1;Slc2a8	Slc2a8	chr2
Glyat	Glyat	chr19
Glyatl3	Glyatl3	chr17
Glycam1	Glycam1	chr15
Glyctk	Glyctk	chr9
Gm10012	Gm10012	chr17
Gm10035	Gm10035	chr15
Gm10046	Gm10046	chr7
Gm1006	Gm1006	chr2
Gm10069	Gm10069	chr6
Gm10081	Gm10081	chr7
Gm10094;Mir3077	Gm10094	chr14
Gm10094;Mir3077	Mir3077	chr14
Gm10096;Gm10488;Gm14819;Gm4836	Gm10096	chrX
Gm10096;Gm10488;Gm14819;Gm4836	Gm10488	chrX
Gm10096;Gm10488;Gm14819;Gm4836	Gm14819	chrX
Gm10096;Gm10488;Gm14819;Gm4836	Gm4836	chrX
Gm101	Gm101	chr1
Gm10100	Gm10100	chr10
Gm10104	Gm10104	chr8
Gm10125	Gm10125	chr18
Gm10136	Gm10136	chr19
Gm10147;Gm14819	Gm10147	chrX
Gm10147;Gm14819	Gm14819	chrX
Gm10190	Gm10190	chr17
Gm10220	Gm10220	chr5
Gm10229	Gm10229	chr16
Gm10248	Gm10248	chr14
Gm10267	Gm10267	chr18
Gm1027	Gm1027	chr4
Gm10280	Gm10280	chr8
Gm10318	Gm10318	chr10
Gm10319	Gm10319	chr6
Gm10324	Gm10324	chr13
Gm10334	Gm10334	chr6
Gm10345	Gm10345	chr15
Gm10375	Gm10375	chr14
Gm10389	Gm10389	chr15
Gm10400	Gm10400	chr6
Gm10416	Gm10416	chr5
Gm10421	Gm10421	chr12
Gm10436;Gm13023	Gm10436	chr12
Gm10436;Gm13023	Gm13023	chr12
Gm10439	Gm10439	chrX
Gm1045	Gm1045	chr5
Gm10451	Gm10451	chr12
Gm10466	Gm10466	chr11
Gm10471	Gm10471	chr5
Gm10474	Gm10474	chrX
Gm10493	Gm10493	chr17
Gm10494	Gm10494	chr17
Gm10505	Gm10505	chr17
Gm10510	Gm10510	chr17
Gm10512	Gm10512	chr17
Gm10516	Gm10516	chr1
Gm10536	Gm10536	chr18
Gm10565	Gm10565	chr4
Gm10584	Gm10584	chr7
Gm106	Gm106	chr1
Gm1060	Gm1060	chr5
Gm10636	Gm10636	chr3
Gm10638	Gm10638	chr8
Gm10639	Gm10639	chr9
Gm10649	Gm10649	chr8
Gm10653	Gm10653	chr9
Gm10653;Rps2	Gm10653	chr17
Gm10653;Rps2	Rps2	chr17
Gm10662	Gm10662	chr7
Gm10670	Gm10670	chr7
Gm10680	Gm10680	chr9
Gm10684	Gm10684	chr9
Gm10696	Gm10696	chr3
Gm1070	Gm1070	chr6
Gm10731	Gm10731	chr3
Gm10754	Gm10754	chr10
Gm10767	Gm10767	chr13
Gm10768	Gm10768	chr19
Gm10778	Gm10778	chr10
Gm1078	Gm1078	chr7
Gm10789	Gm10789	chr16
Gm10790	Gm10790	chr13
Gm10818	Gm10818	chr16
Gm1082	Gm1082	chr7
Gm10823	Gm10823	chr16
Gm10825	Gm10825	chr10
Gm10845	Gm10845	chr14
Gm10857	Gm10857	chr2
Gm10863	Gm10863	chr15
Gm10886	Gm10886	chr14
Gm10905	Gm10905	chr14
Gm10909	Gm10909	chr14
Gm10921	Gm10921	chrX
Gm10922	Gm10922	chrX
Gm10941	Gm10941	chr10
Gm1110	Gm1110	chr9
Gm11110	Gm11110	chr17
Gm11127	Gm11127	chr17
Gm11149	Gm11149	chr9
Gm11190	Gm11190	chr11
Gm11194	Gm11194	chr11
Gm11202	Gm11202	chr11
Gm11213	Gm11213	chr4
Gm1123	Gm1123	chr9
Gm11346	Gm11346	chr13
Gm1140	Gm1140	chrX
Gm1141	Gm1141	chrX
Gm11426	Gm11426	chr11
Gm11428	Gm11428	chr11
Gm11435	Gm11435	chr11
Gm11437	Gm11437	chr11
Gm11468	Gm11468	chr2
Gm11487	Gm11487	chr4
Gm11517	Gm11517	chr11
Gm11529	Gm11529	chr11
Gm11541	Gm11541	chr11
Gm11545	Gm11545	chr11
Gm11554;Krtap4-13	Gm11554	chr11
Gm11554;Krtap4-13	Krtap4-13	chr11
Gm11559	Gm11559	chr11
Gm11562	Gm11562	chr11
Gm11563	Gm11563	chr11
Gm11564	Gm11564	chr11
Gm11565	Gm11565	chr11
Gm11567	Gm11567	chr11
Gm11595	Gm11595	chr11
Gm11596	Gm11596	chr11
Gm11696	Gm11696	chr11
Gm11744;Prcd	Gm11744	chr11
Gm11744;Prcd	Prcd	chr11
Gm11756	Gm11756	chr4
Gm11757;Gm11758	Gm11757	chr4
Gm11757;Gm11758	Gm11758	chr4
Gm11818	Gm11818	chr4
Gm11937	Gm11937	chr11
Gm11938	Gm11938	chr11
Gm11961	Gm11961	chr11
Gm11968	Gm11968	chr11
Gm11978	Gm11978	chr11
Gm11992	Gm11992	chr11
Gm12	Gm12	chr11
Gm12034	Gm12034	chr11
Gm12166	Gm12166	chr11
Gm12166;Sft2d1	Gm12166	chr17
Gm12166;Sft2d1	Sft2d1	chr17
Gm12169	Gm12169	chr11
Gm12171	Gm12171	chr11
Gm12185;Tgtp2	Gm12185	chr11
Gm12185;Tgtp2	Tgtp2	chr11
Gm12216	Gm12216	chr11
Gm12238	Gm12238	chr11
Gm12250	Gm12250	chr11
Gm12253	Gm12253	chr11
Gm12298	Gm12298	chr11
Gm12359	Gm12359	chr11
Gm12581	Gm12581	chr11
Gm12597	Gm12597	chr4
Gm12603	Gm12603	chr4
Gm12612;Pabpc4	Gm12612	chr4
Gm12612;Pabpc4	Pabpc4	chr4
Gm12633	Gm12633	chr4
Gm12657	Gm12657	chr4
Gm12695	Gm12695	chr4
Gm12769	Gm12769	chr7
Gm12776	Gm12776	chr7
Gm12789	Gm12789	chr4
Gm12794	Gm12794	chr4
Gm128	Gm128	chr3
Gm12824	Gm12824	chr4
Gm12830	Gm12830	chr4
Gm12839	Gm12839	chr4
Gm12886	Gm12886	chr4
Gm12887	Gm12887	chr4
Gm12888	Gm12888	chr4
Gm129	Gm129	chr3
Gm12942;Zmym6	Gm12942	chr4
Gm12942;Zmym6	Zmym6	chr4
Gm13011	Gm13011	chr4
Gm13023	Gm13023	chr4
Gm13040;Gm13043	Gm13040	chr4
Gm13040;Gm13043	Gm13043	chr4
Gm13051	Gm13051	chr4
Gm13078	Gm13078	chr4
Gm13083	Gm13083	chr4
Gm13084	Gm13084	chr4
Gm13088	Gm13088	chr4
Gm13089	Gm13089	chr4
Gm13101	Gm13101	chr4
Gm13102;Pramel4;Pramel5	Gm13102	chr4
Gm13102;Pramel4;Pramel5	Pramel4	chr4
Gm13102;Pramel4;Pramel5	Pramel5	chr4
Gm13103	Gm13103	chr4
Gm13109	Gm13109	chr4
Gm13119	Gm13119	chr4
Gm13124	Gm13124	chr4
Gm13125	Gm13125	chr4
Gm13128	Gm13128	chr4
Gm13138;Gm13235;Rex2	Gm13138	chr4
Gm13138;Gm13235;Rex2	Gm13235	chr4
Gm13138;Gm13235;Rex2	Rex2	chr4
Gm13154	Gm13154	chr4
Gm13157	Gm13157	chr4
Gm13177	Gm13177	chr4
Gm13178	Gm13178	chr4
Gm13199	Gm13199	chr2
Gm1322	Gm1322	chr2
Gm13242	Gm13242	chr4
Gm13251	Gm13251	chr4
Gm13253	Gm13253	chr4
Gm13271	Gm13271	chr4
Gm13275	Gm13275	chr4
Gm13276	Gm13276	chr4
Gm13280	Gm13280	chr4
Gm13285	Gm13285	chr4
Gm13287	Gm13287	chr4
Gm13298	Gm13298	chr4
Gm13305	Gm13305	chr4
Gm13308	Gm13308	chr4
Gm13315	Gm13315	chr2
Gm1332	Gm1332	chr2
Gm1337	Gm1337	chr2
Gm13375	Gm13375	chr2
Gm13476	Gm13476	chr2
Gm13498	Gm13498	chr2
Gm13547	Gm13547	chr2
Gm136	Gm136	chr4
Gm13611	Gm13611	chr2
Gm13629	Gm13629	chr2
Gm13695	Gm13695	chr2
Gm13718	Gm13718	chr2
Gm13889	Gm13889	chr2
Gm13893	Gm13893	chr14
Gm13906	Gm13906	chr14
Gm13939	Gm13939	chr2
Gm13948	Gm13948	chr14
Gm13951	Gm13951	chr14
Gm13953	Gm13953	chr14
Gm13960	Gm13960	chr14
Gm13971	Gm13971	chr14
Gm14005	Gm14005	chr2
Gm14047	Gm14047	chr2
Gm14085	Gm14085	chr2
Gm14092	Gm14092	chr2
Gm14124	Gm14124	chr2
Gm14137	Gm14137	chr2
Gm14139	Gm14139	chr2
Gm14151	Gm14151	chr2
Gm14160	Gm14160	chr2
Gm14164	Gm14164	chr2
Gm14207	Gm14207	chr2
Gm14288;Gm14435;Gm8898	Gm14288	chr2
Gm14288;Gm14435;Gm8898	Gm14435	chr2
Gm14288;Gm14435;Gm8898	Gm8898	chr2
Gm14288;Gm14435;mszf84	Gm14288	chr2
Gm14288;Gm14435;mszf84	Gm14435	chr2
Gm14288;Gm14435;mszf84	mszf84	chr2
Gm14308	Gm14308	chr2
Gm14316	Gm14316	chr2
Gm14326	Gm14326	chr2
Gm14346	Gm14346	chrX
Gm14347	Gm14347	chrX
Gm14351	Gm14351	chrX
Gm14374	Gm14374	chrX
Gm14378	Gm14378	chr8
Gm14391	Gm14391	chr2
Gm14391;Gm6710	Gm14391	chr2
Gm14391;Gm6710	Gm6710	chr2
Gm14403	Gm14403	chr2
Gm14420	Gm14420	chr2
Gm14446	Gm14446	chr19
Gm14458	Gm14458	chrX
Gm14459	Gm14459	chrX
Gm14461	Gm14461	chr2
Gm14483	Gm14483	chrX
Gm14484	Gm14484	chrX
Gm14492	Gm14492	chr7
Gm14501	Gm14501	chrX
Gm14511	Gm14511	chrX
Gm14525	Gm14525	chrX
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Gm14548	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Lilra6	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Lilrb3	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Pira1	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Pira11	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Pira2	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Pira4	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Pira7	chr7
Gm14548;Lilra6;Lilrb3;Pira1;Pira11;Pira2;Pira4;Pira7;Pirb	Pirb	chr7
Gm14692	Gm14692	chrX
Gm14725	Gm14725	chrX
Gm14743	Gm14743	chrX
Gm14744	Gm14744	chrX
Gm14812	Gm14812	chrX
Gm14850	Gm14850	chr8
Gm14851	Gm14851	chr8
Gm14920	Gm14920	chrX
Gm15056	Gm15056	chr8
Gm15070	Gm15070	chrX
Gm15080;Gm15093;Gm15107;Gm15114;Gm15127;Luzp4;Ott	Gm15080	chrX
Gm15080;Gm15093;Gm15107;Gm15114;Gm15127;Luzp4;Ott	Gm15093	chrX
Gm15080;Gm15093;Gm15107;Gm15114;Gm15127;Luzp4;Ott	Gm15107	chrX
Gm15080;Gm15093;Gm15107;Gm15114;Gm15127;Luzp4;Ott	Gm15114	chrX
Gm15080;Gm15093;Gm15107;Gm15114;Gm15127;Luzp4;Ott	Gm15127	chrX
Gm15080;Gm15093;Gm15107;Gm15114;Gm15127;Luzp4;Ott	Luzp4	chrX
Gm15080;Gm15093;Gm15107;Gm15114;Gm15127;Luzp4;Ott	Ott	chrX
Gm15091	Gm15091	chrX
Gm15097	Gm15097	chrX
Gm15104	Gm15104	chrX
Gm15217	Gm15217	chr14
Gm1527	Gm1527	chr3
Gm15284	Gm15284	chr8
Gm15292	Gm15292	chr8
Gm15293	Gm15293	chr8
Gm15299	Gm15299	chr8
Gm15308	Gm15308	chr8
Gm15315	Gm15315	chr8
Gm15319	Gm15319	chr8
Gm15348	Gm15348	chr8
Gm15427;Rpl18a	Gm15427	chr8
Gm15427;Rpl18a	Rpl18a	chr8
Gm15450	Gm15450	chr13
Gm15455	Gm15455	chr1
Gm1553	Gm1553	chr10
Gm156	Gm156	chr6
Gm1564	Gm1564	chr11
Gm1568	Gm1568	chr12
Gm1574	Gm1574	chr13
Gm15760	Gm15760	chr16
Gm15800;mKIAA0614	Gm15800	chr5
Gm15800;mKIAA0614	mKIAA0614	chr5
Gm1587	Gm1587	chr14
Gm1604b	Gm1604b	chr17
Gm1604b;Rnaset2a;Rnaset2b	Gm1604b	chr17
Gm1604b;Rnaset2a;Rnaset2b	Rnaset2a	chr17
Gm1604b;Rnaset2a;Rnaset2b	Rnaset2b	chr17
Gm16062	Gm16062	chr11
Gm16140	Gm16140	chr11
Gm16287	Gm16287	chr4
Gm1631	Gm1631	chr2
Gm16367	Gm16367	chr5
Gm16378	Gm16378	chr8
Gm16379	Gm16379	chr9
Gm16381	Gm16381	chr12
Gm16386	Gm16386	chr17
Gm16387	Gm16387	chr7
Gm16390	Gm16390	chrX
Gm16405;Slxl1	Gm16405	chrX
Gm16405;Slxl1	Slxl1	chrX
Gm16451	Gm16451	chr7
Gm16452	Gm16452	chr14
Gm16460	Gm16460	chr14
Gm16515	Gm16515	chr11
Gm16516	Gm16516	chr11
Gm16517	Gm16517	chr10
Gm16523	Gm16523	chr2
Gm16532;Olfr1344	Gm16532	chr7
Gm16532;Olfr1344	Olfr1344	chr7
Gm166	Gm166	chr7
Gm16602	Gm16602	chr13
Gm16603	Gm16603	chr13
Gm1661	Gm1661	chr4
Gm1673	Gm1673	chr5
Gm1679	Gm1679	chr5
Gm16809	Gm16809	chr6
Gm16837	Gm16837	chr14
Gm17006	Gm17006	chr14
Gm17019	Gm17019	chr5
Gm1943;Wdr70	Gm1943	chr15
Gm1943;Wdr70	Wdr70	chr15
Gm1943;Wdr70	Gm1943	chr8
Gm1943;Wdr70	Wdr70	chr8
Gm1965	Gm1965	chr6
Gm1966	Gm1966	chr7
Gm1968	Gm1968	chr16
Gm1973	Gm1973	chr14
Gm1987	Gm1987	chr4
Gm1993	Gm1993	chrX
Gm1995	Gm1995	chr12
Gm2012;Gm6121;Slx	Gm2012	chrX
Gm2012;Gm6121;Slx	Gm6121	chrX
Gm2012;Gm6121;Slx	Slx	chrX
Gm2016	Gm2016	chr12
Gm2022	Gm2022	chr12
Gm2030	Gm2030	chrX
Gm2049	Gm2049	chr2
Gm2058	Gm2058	chr7
Gm2058;Ube2h	Gm2058	chr6
Gm2058;Ube2h	Ube2h	chr6
Gm216	Gm216	chr1
Gm2176	Gm2176	chr18
Gm221	Gm221	chr10
Gm239	Gm239	chr10
Gm2506	Gm2506	chr4
Gm2518	Gm2518	chr19
Gm266	Gm266	chr12
Gm2663	Gm2663	chr6
Gm2694	Gm2694	chr8
Gm2799	Gm2799	chrX
Gm2825	Gm2825	chrX
Gm2863	Gm2863	chrX
Gm2933	Gm2933	chrX
Gm2a	Gm2a	chr11
Gm3219	Gm3219	chr14
Gm3230	Gm3230	chr2
Gm3238	Gm3238	chr10
Gm3258	Gm3258	chr10
Gm3285	Gm3285	chr10
Gm3336	Gm3336	chr8
Gm3404	Gm3404	chr5
Gm3414	Gm3414	chr5
Gm3417;Tcte3	Gm3417	chr17
Gm3417;Tcte3	Tcte3	chr17
Gm3428	Gm3428	chr9
Gm3434	Gm3434	chr9
Gm347	Gm347	chr2
Gm3604	Gm3604	chr13
Gm362	Gm362	chrX
Gm364	Gm364	chrX
Gm3646	Gm3646	chr1
Gm3750	Gm3750	chrX
Gm381	Gm381	chrX
Gm382	Gm382	chrX
Gm3833	Gm3833	chr14
